,artists,genres,Artist Popularity
14975,Soccer Mommy,"[""'art pop'"", ""'electropop'"", ""'indie folk'"", ""'indie pop'"", ""'indie rock'"", ""'small room'""]",59
14976,Social Distortion,"[""'punk'"", '""punk \'n\' roll""', ""'skate punk'"", ""'socal pop punk'""]",38
14977,Social House,"[""'pop'""]",72
14978,Socialburn,"[""'grunge pop'"", ""'post-grunge'""]",38
14979,Soda Stereo,"[""'argentine rock'"", ""'latin alternative'"", ""'latin rock'"", ""'post-punk argentina'"", ""'rock en espanol'"", ""'ska argentino'""]",49
14980,Sodagreen,"[""'c-pop'"", ""'chinese indie'"", ""'mandopop'""]",59
14981,Sodom,"[""'black thrash'"", ""'crossover thrash'"", ""'death metal'"", ""'deathrash'"", ""'german metal'"", ""'german thrash metal'"", ""'hard rock'"", ""'metal'"", ""'old school thrash'"", ""'speed metal'"", ""'thrash metal'""]",41
14982,Sofi Tukker,"[""'electropop'""]",66
14983,Sofia,"[""'post-teen pop'"", ""'social media pop'""]",66
14984,Sofia Carson,"[""'post-teen pop'"", ""'social media pop'""]",62
14985,Sofia Festival Orchestra,"[""'orchestra'""]",22
14986,Sofia Karlberg,"[""'viral pop'""]",66
14987,Sofia Reyes,"[""'dance pop'"", ""'latin'"", ""'latin pop'"", ""'mexican pop'"", ""'pop'""]",50
14988,Sofia Vebo,"[""'greek swing'""]",0
14989,Soft Cell,"[""'dance rock'"", ""'new romantic'"", ""'new wave'"", ""'new wave pop'"", ""'synthpop'""]",36
14990,Soft Machine,"[""'art rock'"", ""'canterbury scene'"", ""'experimental'"", ""'jazz fusion'"", ""'jazz rock'"", ""'progressive rock'"", ""'psychedelic rock'"", ""'space rock'"", ""'symphonic rock'"", ""'zolo'""]",29
14991,Soho,"[""'chillhop'"", ""'lo-fi beats'""]",36
14992,Soil,"[""'alternative metal'"", ""'industrial metal'"", ""'nu metal'"", ""'post-grunge'"", ""'rap rock'""]",50
14993,Soilwork,"[""'alternative metal'"", ""'melodic death metal'"", ""'melodic groove metal'"", ""'melodic metalcore'"", ""'metal'"", ""'nu metal'"", ""'swedish death metal'"", ""'swedish metal'""]",51
14994,Solange,"[""'afrofuturism'"", ""'alternative r&b'"", ""'art pop'"", ""'dance pop'"", ""'electropop'"", ""'escape room'"", ""'hip pop'"", ""'indie soul'"", ""'neo soul'"", ""'pop'"", ""'r&b'"", ""'urban contemporary'""]",55
14995,Solardo,"[""'deep groove house'"", ""'disco house'"", ""'house'""]",57
14996,Solido,"[""'latin'"", ""'merengue'"", ""'tropical'""]",43
14997,Solo,"[""'baroque ensemble'"", ""'choral'"", ""'classical performance'"", ""'early music ensemble'"", ""'historically informed performance'""]",33
14998,Solomon Burke,"[""'classic soul'"", ""'funk'"", ""'motown'"", ""'soul'"", ""'soul blues'"", ""'southern soul'"", ""'vocal jazz'""]",31
14999,Someone Still Loves You Boris Yeltsin,"[""'indie pop'"", ""'springfield mo indie'"", ""'stomp and holler'""]",42
15000,Somethin' For The People,"[""'new jack swing'"", ""'r&b'"", ""'urban contemporary'""]",45
15001,Something Corporate,"[""'emo'"", ""'neon pop punk'"", ""'piano rock'"", ""'pop emo'"", ""'pop punk'"", ""'pop rock'""]",44
15002,Son By Four,"[""'deep latin christian'"", ""'latin'"", ""'latin pop'"", ""'puerto rican pop'"", ""'tropical'""]",60
15003,Son House,"[""'acoustic blues'"", ""'blues'"", ""'country blues'"", ""'delta blues'"", ""'traditional blues'"", ""'traditional folk'""]",41
15004,Son Little,"[""'funk'"", ""'soul'""]",50
15005,Son Lux,"[""'abstract hip hop'""]",58
15006,Son Seals,"[""'blues'"", ""'chicago blues'"", ""'electric blues'"", ""'modern blues'""]",44
15007,Son Volt,"[""'alternative country'"", ""'alternative rock'"", ""'country rock'"", ""'folk'"", ""'indie folk'"", ""'new americana'"", ""'roots rock'"", ""'traditional folk'""]",43
15008,SonReal,"[""'bc underground hip hop'"", ""'canadian hip hop'"", ""'deep underground hip hop'"", ""'indie pop rap'"", ""'pop rap'""]",58
15009,Sonder,"[""'alternative r&b'"", ""'trap soul'""]",62
15010,Songs: Ohia,"[""'alternative country'"", ""'alternative rock'"", ""'anti-folk'"", ""'freak folk'"", ""'indie folk'"", ""'indie rock'"", ""'lo-fi'"", ""'roots rock'"", ""'slow core'"", ""'stomp and holler'""]",45
15011,Sonia Ganassi,"[""'classical mezzo-soprano'"", ""'italian mezzo-soprano'""]",42
15012,Sonic Youth,"[""'alternative rock'"", ""'art rock'"", ""'blues rock'"", ""'dance rock'"", ""'indie rock'"", ""'lo-fi'"", ""'modern rock'"", ""'new wave'"", ""'noise pop'"", ""'noise rock'"", ""'post-punk'"", ""'punk'"", ""'rock'""]",38
15013,Sonicflood,"[""'ccm'"", ""'christian alternative rock'"", ""'christian music'"", ""'worship'""]",40
15014,Sonido Condor,"[""'cumbia sonidera'""]",53
15015,Sonido Mazter,"[""'gruperas inmortales'""]",42
15016,Sonny & Cher,"[""'adult standards'"", ""'brill building pop'"", ""'bubblegum pop'"", ""'folk'"", ""'folk rock'"", ""'mellow gold'"", ""'merseybeat'"", ""'rock-and-roll'""]",31
15017,Sonny & The Sunsets,"[""'bay area indie'"", ""'freak folk'"", ""'popgaze'""]",60
15018,Sonny Bono,"[""'brill building pop'""]",19
15019,Sonny Boy Williamson I,"[""'acoustic blues'"", ""'blues'"", ""'chicago blues'"", ""'country blues'"", ""'delta blues'"", ""'harmonica blues'"", ""'traditional blues'""]",2
15020,Sonny Boy Williamson II,"[""'acoustic blues'"", ""'blues'"", ""'chicago blues'"", ""'country blues'"", ""'delta blues'"", ""'harmonica blues'"", ""'traditional blues'""]",13
15021,Sonny Burke & His Orchestra,"[""'orchestra'""]",10
15022,Sonny Chillingworth,"[""'hawaiian'"", ""'slack-key guitar'""]",25
15023,Sonny Clark,"[""'bebop'"", ""'contemporary post-bop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz piano'"", ""'soul jazz'"", ""'stride'""]",15
15024,Sonny Criss,"[""'cool jazz'"", ""'hard bop'"", ""'jazz saxophone'"", ""'soul jazz'""]",11
15025,Sonny Digital,"[""'atl hip hop'"", ""'vapor trap'""]",67
15026,Sonny James,"[""'nashville sound'""]",18
15027,Sonny Landreth,"[""'blues'"", ""'blues rock'"", ""'country rock'"", ""'modern blues'"", ""'modern blues rock'"", ""'roots rock'"", ""'southern rock'""]",44
15028,Sonny Payne,"[""'jazz drums'""]",20
15029,Sonny Rollins,"[""'bebop'"", ""'big band'"", ""'contemporary post-bop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz fusion'"", ""'jazz saxophone'"", ""'soul jazz'"", ""'swing'""]",15
15030,Sonny Rollins Quartet,"[""'jazz'"", ""'jazz quartet'""]",21
15031,Sonny Sharrock,"[""'avant-garde jazz'"", ""'experimental'"", ""'free improvisation'"", ""'free jazz'"", ""'jazz guitar'"", ""'spiritual jazz'""]",27
15032,Sonny Stitt,"[""'bebop'"", ""'contemporary post-bop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz saxophone'"", ""'soul jazz'"", ""'stride'""]",17
15033,Sonny Terry,"[""'acoustic blues'"", ""'blues'"", ""'country blues'"", ""'harmonica blues'"", ""'piedmont blues'"", ""'traditional blues'""]",6
15034,Sonora Carruseles,"[""'latin jazz'"", ""'mambo'"", ""'salsa'"", ""'salsa colombiana'"", ""'tropical'""]",56
15035,Sonora Ponceña,"[""'latin jazz'"", ""'salsa'"", ""'salsa international'"", ""'salsa puertorriquena'"", ""'tropical'""]",29
15036,Sonora Tropicana,"[""'cumbia'"", ""'cumbia lagunera'"", ""'cumbia sonidera'"", ""'grupera'""]",53
15037,Sons Of Zion,"[""'jawaiian'"", ""'nz reggae'"", ""'polynesian pop'""]",54
15038,Sons of the Pioneers,"[""'cowboy western'"", ""'traditional country'"", ""'traditional folk'"", ""'vocal harmony group'"", ""'western swing'""]",13
15039,Sonu Nigam,"[""'desi hip hop'"", ""'desi pop'"", ""'filmi'"", ""'modern bollywood'"", ""'sufi'""]",55
15040,Soolamangalam Sisters,"[""'carnatic vocal'"", ""'indian classical'""]",31
15041,"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief","[""'sleep'""]",48
15042,Sophia Anne Caruso,"[""'broadway'"", ""'hollywood'"", ""'show tunes'""]",64
15043,Sophie B. Hawkins,"[""'lilith'"", ""'new wave pop'"", ""'pop rock'""]",53
15044,Sophie Barker,"[""'downtempo'"", ""'etherpop'""]",56
15045,Sophie Ellis-Bextor,"[""'dance pop'"", ""'disco house'"", ""'europop'"", ""'new wave pop'"", ""'pop rock'""]",45
15046,Sophie Hutchings,"[""'compositional ambient'"", ""'focus'"", ""'neo-classical'""]",53
15047,Sophie Tucker,"[""'torch song'"", ""'vaudeville'"", ""'vintage jazz'""]",0
15048,Sopwith Camel,"[""'psychedelic rock'""]",19
15049,Soraya,"[""'colombian pop'"", ""'latin'"", ""'latin pop'"", ""'mexican pop'"", ""'spanish pop'""]",55
15050,Sorority Noise,"[""'alternative emo'"", ""'anthem emo'"", ""'emo'""]",54
15051,Sosamann,"[""'atl trap'"", ""'houston rap'"", ""'vapor trap'""]",60
15052,Sotiria Bellou,"[""'entehno'"", ""'laiko'"", ""'rebetiko'""]",0
15053,Soudiere,"[""'phonk'"", ""'underground hip hop'"", ""'wave'""]",63
15054,Soul Asylum,"[""'alternative rock'"", ""'grunge'"", ""'permanent wave'"", ""'pop rock'"", ""'post-grunge'"", ""'rock'""]",49
15055,Soul Coughing,"[""'alternative rock'""]",41
15056,Soul For Real,"[""'boy band'"", ""'hip pop'"", ""'new jack swing'"", ""'quiet storm'"", ""'r&b'"", ""'urban contemporary'""]",49
15057,Soul II Soul,"[""'british soul'"", ""'funk'"", ""'hip house'"", ""'new jack swing'"", ""'post-disco'"", ""'urban contemporary'""]",46
15058,Soul Sister,"[""'conscious hip hop'""]",0
15059,Soulfly,"[""'alternative metal'"", ""'groove metal'"", ""'industrial metal'"", ""'metal'"", ""'nu metal'"", ""'rap metal'"", ""'rap rock'""]",48
15060,Soulima Stravinsky,"[""'russian modern classical'""]",0
15061,Soulive,"[""'funk'"", ""'instrumental funk'"", ""'jam band'"", ""'jazz funk'"", ""'jazz organ'"", ""'modern funk'"", ""'soul jazz'""]",42
15062,Soulja Boy,"[""'atl hip hop'"", ""'dance pop'"", ""'dirty south rap'"", ""'pop rap'"", ""'rap'"", ""'southern hip hop'"", ""'trap'""]",53
15063,Soulja Slim,"[""'bounce'"", ""'deep southern trap'"", ""'dirty south rap'"", ""'gangster rap'"", ""'new orleans rap'"", ""'southern hip hop'"", ""'trap'""]",64
15064,Souls Of Mischief,"[""'alternative hip hop'"", ""'hardcore hip hop'"", ""'hip hop'"", ""'jazz rap'"", ""'turntablism'""]",45
15065,Soulsearcher,"[""'chicago house'"", ""'deep house'"", ""'disco house'"", ""'diva house'"", ""'house'"", ""'vocal house'""]",54
15066,Soulwax,"[""'alternative dance'"", ""'belgian indie'"", ""'belgian indie rock'"", ""'big beat'"", ""'dance-punk'"", ""'electronica'"", ""'filter house'"", ""'ghent indie'"", ""'mashup'"", ""'new rave'""]",40
15067,Souly Had,"[""'alternative r&b'"", ""'indie r&b'""]",69
15068,Sound Carrie,"[""'white noise'""]",63
15069,Sound Library XL,"[""'sleep'""]",61
15070,Sound Waves,"[""'environmental'"", ""'sleep'""]",49
15071,Soundgarden,"[""'alternative metal'"", ""'alternative rock'"", ""'grunge'"", ""'hard rock'"", ""'modern rock'"", ""'nu metal'"", ""'post-grunge'"", ""'rock'""]",41
15072,Sounds Of Blackness,"[""'gospel'"", ""'quiet storm'"", ""'urban contemporary'""]",42
15073,"Sounds Of Nature : Thunderstorm, Rain","[""'sound'""]",66
15074,Sounds Of Rain & Thunder Storms,"[""'sound'""]",64
15075,Sounds Orchestral,"[""'orchestra'""]",30
15076,Sounds for Life,"[""'environmental'""]",42
15077,Sounds of Nature Noise,"[""'shush'""]",68
15078,Sounds of Nature Relaxation,"[""'environmental'"", ""'sleep'""]",46
15079,"Sounds of Nature: Thunderstom, Rain","[""'sound'""]",55
15080,Source Vibrations,"[""'healing'"", ""'meditation'"", ""'sleep'"", ""'tone'""]",49
15081,South Border,"[""'classic opm'"", ""'dance pop'"", ""'opm'"", ""'pinoy rock'""]",57
15082,South Central Cartel,"[""'chicano rap'"", ""'g funk'"", ""'gangster rap'"", ""'west coast rap'""]",36
15083,South Pacific (The New Broadway Cast),"[""'broadway'"", ""'ensemble'""]",2
15084,South Pacific Ensemble,"[""'ensemble'""]",10
15085,South Pacific Orchestra,"[""'orchestra'""]",9
15086,South Park Mexican,"[""'chicano rap'"", ""'dirty south rap'"", ""'gangster rap'"", ""'latin hip hop'""]",44
15087,Southern Culture on the Skids,"[""'psychobilly'"", ""'rockabilly'"", ""'roots rock'""]",38
15088,Southside Johnny And The Asbury Jukes,"[""'heartland rock'"", ""'pub rock'"", ""'roots rock'""]",30
15089,Sovereign Grace Music,"[""'roots worship'"", ""'worship'""]",46
15090,Soweto Gospel Choir,"[""'afropop'"", ""'gospel singers'"", ""'south african choral'"", ""'south african gospel'"", ""'choir'""]",53
15091,Spa,"[""'sleep'""]",47
15092,Spa Relaxation,"[""'sleep'""]",53
15093,Spa Relaxation & Spa,"[""'spa'""]",53
15094,"Spa, Relaxation and Dreams","[""'sleep'""]",46
15095,Space,"[""'electropop'"", ""'indie cafe pop'"", ""'pop'""]",45
15096,Space Jesus,"[""'brostep'"", ""'electronic trap'""]",56
15097,Space Laces,"[""'brostep'"", ""'complextro'"", ""'edm'"", ""'electro house'"", ""'electronic trap'"", ""'zapstep'""]",54
15098,Spacehog,"[""'alternative rock'"", ""'glam rock'"", ""'pop rock'"", ""'post-grunge'""]",61
15099,Spandau Ballet,"[""'dance rock'"", ""'disco'"", ""'europop'"", ""'mellow gold'"", ""'new romantic'"", ""'new wave'"", ""'new wave pop'"", ""'soft rock'"", ""'synthpop'""]",45
15100,Spanish Fly,"[""'chicano rap'"", ""'latin hip hop'""]",32
15101,Spank Rock,"[""'bmore'""]",43
15102,Spanky,"[""'brill building pop'"", ""'bubblegum pop'"", ""'folk rock'"", ""'merseybeat'"", ""'sunshine pop'""]",35
15103,Spanky & Our Gang,"[""'brill building pop'"", ""'bubblegum pop'"", ""'folk rock'"", ""'merseybeat'"", ""'sunshine pop'""]",29
15104,Spare Lead,"[""'fast melodic punk'""]",43
15105,Sparkle,"[""'pony'""]",40
15106,Sparklehorse,"[""'alternative rock'"", ""'anti-folk'"", ""'freak folk'"", ""'indie rock'"", ""'lo-fi'"", ""'melancholia'"", ""'slow core'""]",47
15107,Sparks,"[""'dance pop'"", ""'neo mellow'"", ""'pop'"", ""'pop rap'"", ""'pop rock'"", ""'post-teen pop'"", ""'r&b'"", ""'urban contemporary'"", ""'viral pop'""]",32
15108,Sparta,"[""'dancehall'"", ""'riddim'""]",39
15109,Spawnbreezie,"[""'jawaiian'"", ""'nz reggae'"", ""'polynesian pop'""]",53
15110,Speaker Knockerz,"[""'melodic rap'"", ""'southern hip hop'"", ""'trap'""]",51
15111,Special Consensus,"[""'banjo'"", ""'bluegrass'"", ""'old-time'"", ""'progressive bluegrass'"", ""'traditional bluegrass'""]",36
15112,Special Duties,"[""'oi'"", ""'street punk'"", ""'uk82'""]",26
15113,Special Ed,"[""'electro'"", ""'gangster rap'"", ""'hardcore hip hop'"", ""'harlem hip hop'"", ""'hip hop'"", ""'hip house'"", ""'old school hip hop'"", ""'rap'""]",38
15114,Speedy,"[""'latin'"", ""'latin hip hop'"", ""'reggaeton'"", ""'tropical'""]",40
15115,Speedy West,"[""'steel guitar'""]",9
15116,Spencer Brewer,"[""'new age'"", ""'new age piano'""]",25
15117,Spencer Crandall,"[""'contemporary country'"", ""'country pop'""]",60
15118,Spheres,"[""'background music'""]",67
15119,Spice,"[""'dance pop'"", ""'europop'"", ""'girl group'"", ""'pop'"", ""'pop rock'""]",60
15120,Spice 1,"[""'g funk'"", ""'gangster rap'"", ""'hip hop'"", ""'hyphy'"", ""'rap'"", ""'west coast rap'"", ""'west coast trap'""]",35
15121,Spice Girls,"[""'dance pop'"", ""'europop'"", ""'girl group'"", ""'pop'"", ""'pop rock'""]",53
15122,Spiderbait,"[""'australian alternative rock'"", ""'australian rock'""]",55
15123,Spike Jones,"[""'comic'""]",1
15124,Spike Jones Orchestra,"[""'orchestra'""]",0
15125,Spillage Village,"[""'underground hip hop'""]",58
15126,Spin Doctors,"[""'alternative rock'"", ""'pop rock'"", ""'post-grunge'"", ""'rock'""]",47
15127,Spinal Tap,"[""'comic'"", ""'comic metal'"", ""'parody'""]",32
15128,Spineshank,"[""'alternative metal'"", ""'groove metal'"", ""'industrial metal'"", ""'melodic metalcore'"", ""'nu metal'"", ""'post-grunge'"", ""'rap metal'"", ""'rap rock'""]",46
15129,Spirit Minds,"[""'background music'""]",61
15130,Spirit Of The West,"[""'canadian celtic'"", ""'canadian indie'"", ""'canadian rock'"", ""'celtic rock'"", ""'nl folk'""]",51
15131,Spirits Of Our Dreams,"[""'atmosphere'"", ""'background music'"", ""'focus'""]",61
15132,Spiritualized,"[""'alternative rock'"", ""'art pop'"", ""'art rock'"", ""'britpop'"", ""'freak folk'"", ""'noise pop'"", ""'nu gaze'"", ""'shoegaze'"", ""'slow core'""]",44
15133,Splack Pack,"[""'miami bass'""]",38
15134,Splash Daddy,"[""'meme rap'""]",60
15135,Splender,"[""'grunge pop'"", ""'pop rock'"", ""'post-grunge'""]",37
15136,Split Enz,"[""'australian alternative rock'"", ""'dance rock'"", ""'kiwi rock'"", ""'zolo'""]",33
15137,Sponge,"[""'cartoon'"", '""children\'s music""']",45
15138,Spongebob Squarepants,"[""'cartoon'"", '""children\'s music""']",46
15139,Spoon,"[""'alternative dance'"", ""'alternative rock'"", ""'austindie'"", ""'dance-punk'"", ""'indie pop'"", ""'indie rock'"", ""'modern alternative rock'"", ""'modern rock'"", ""'rock'""]",46
15140,Sports,"[""'indie garage rock'"", ""'neo-psychedelic'"", ""'tulsa indie'"", ""'vapor soul'""]",58
15141,Spose,"[""'comic'"", ""'indie pop rap'"", ""'pop rap'""]",47
15142,Spragga Benz,"[""'dancehall'"", ""'lovers rock'"", ""'old school dancehall'"", ""'riddim'""]",48
15143,Springtoifel,"[""'german oi'"", ""'german punk'"", ""'german rock'""]",0
15144,Spur Of The Moment,"[""'deep smooth jazz'"", ""'smooth jazz'""]",48
15145,Spyro Gyra,"[""'jazz funk'"", ""'jazz fusion'"", ""'progressive jazz fusion'"", ""'smooth jazz'""]",27
15146,Squarepusher,"[""'abstract'"", ""'bass music'"", ""'drill and bass'"", ""'electro'"", ""'electronica'"", ""'intelligent dance music'"", ""'microhouse'"", ""'ninja'"", ""'trip hop'""]",44
15147,Squeeze,"[""'art rock'"", ""'beatlesque'"", ""'dance rock'"", ""'new romantic'"", ""'new wave'"", ""'new wave pop'"", ""'power pop'"", ""'pub rock'"", ""'rock'""]",36
15148,Squirrel Nut Zippers,"[""'swing'""]",38
15149,Srinivas,"[""'deep indian pop'"", ""'desi hip hop'"", ""'filmi'"", ""'tamil pop'""]",11
15150,St Germain,"[""'downtempo'"", ""'electronica'"", ""'jazztronica'"", ""'nu jazz'""]",52
15151,St. Cecilia Orchestra,"[""'orchestra'""]",0
15152,St. Keromítis,"[""'rebetiko'""]",0
15153,St. Louis Jesuits,"[""'classic praise'"", ""'rosary'""]",27
15154,St. Louis Symphony,"[""'orchestra'""]",0
15155,St. Lucia,"[""'alternative dance'"", ""'electropop'"", ""'indie pop'"", ""'indie poptimism'"", ""'indietronica'"", ""'metropopolis'"", ""'modern alternative rock'"", ""'modern rock'"", ""'neo-synthpop'"", ""'nyc pop'"", ""'shimmer pop'"", ""'vapor soul'""]",52
15156,St. Luke's Chamber Ensemble,"[""'chamber ensemble'"", ""'ensemble'""]",49
15157,St. Lunatics,"[""'dirty south rap'"", ""'pop rap'"", ""'southern hip hop'""]",41
15158,St. Pagioumtzis,"[""'entehno'"", ""'laiko'"", ""'rebetiko'""]",0
15159,St. Paul & The Broken Bones,"[""'funk'"", ""'indie folk'"", ""'retro soul'"", ""'soul'""]",55
15160,St. Petersburg Philharmonic Orchestra,"[""'orchestra'""]",0
15161,St. Petersburg State Symphony Orchestra,"[""'orchestra'""]",37
15162,St. Vincent,"[""'art pop'"", ""'electropop'"", ""'etherpop'"", ""'indie pop'"", ""'indie rock'"", ""'indietronica'"", ""'metropopolis'""]",57
15163,Staatskapelle Berlin,"[""'classical performance'"", ""'orchestra'""]",1
15164,Staatskapelle Dresden,"[""'classical'"", ""'classical performance'"", ""'orchestra'""]",0
15165,Stabbing Westward,"[""'alternative metal'"", ""'industrial metal'"", ""'industrial rock'"", ""'nu metal'"", ""'post-grunge'""]",41
15166,Stacey Kent,"[""'adult standards'"", ""'contemporary vocal jazz'"", ""'lounge'"", ""'vocal jazz'""]",55
15167,Stacey Q,"[""'freestyle'"", ""'hi-nrg'""]",43
15168,Stacie Orrico,"[""'candy pop'"", ""'dance pop'"", ""'europop'""]",54
15169,Stacy Lattisaw,"[""'disco'"", ""'funk'"", ""'new jack swing'"", ""'post-disco'"", ""'quiet storm'"", ""'urban contemporary'""]",40
15170,Stagedive Live,"[""'norsk lovsang'""]",12
15171,Staind,"[""'alternative metal'"", ""'nu metal'"", ""'post-grunge'"", ""'rap rock'"", ""'rock'""]",45
15172,Stampeders,"[""'classic canadian rock'""]",37
15173,Stan Bush,"[""'melodic hard rock'""]",38
15174,Stan Getz,"[""'adult standards'"", ""'bebop'"", ""'bossa nova'"", ""'cool jazz'"", ""'jazz'"", ""'jazz saxophone'"", ""'latin jazz'"", ""'vocal jazz'""]",21
15175,Stan Getz Quartet,"[""'jazz quartet'""]",14
15176,Stan Kenton,"[""'big band'"", ""'cool jazz'"", ""'swing'""]",5
15177,Stan Kenton & His Orchestra,"[""'big band'"", ""'orchestra'""]",5
15178,Stan Levey,"[""'jazz drums'""]",1
15179,Stan Richardson,"[""'japanese traditional'"", ""'meditation'"", ""'shakuhachi'""]",41
15180,Stan Rogers,"[""'canadian celtic'"", ""'canadian singer-songwriter'"", ""'celtic'"", ""'folk'"", ""'nl folk'"", ""'traditional folk'""]",32
15181,Stan Whitmire,"[""'calming instrumental'"", ""'christian relaxative'"", ""'classify'""]",45
15182,Stanislav Bunin,"[""'classical piano'""]",41
15183,Stanley Black,"[""'ballroom'"", ""'easy listening'"", ""'exotica'"", ""'light music'"", ""'lounge'""]",23
15184,Stanley Clarke,"[""'electric bass'"", ""'jazz funk'"", ""'jazz fusion'""]",32
15185,Stanley Cowell Trio,"[""'jazz trio'""]",37
15186,Stanley Holloway,"[""'british comedy'"", ""'music hall'""]",19
15187,Stanley Jordan,"[""'jazz fusion'"", ""'jazz guitar'""]",31
15188,Stanley Turrentine,"[""'bebop'"", ""'contemporary post-bop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz funk'"", ""'jazz saxophone'"", ""'soul jazz'""]",26
15189,Stanley Wilson,"[""'exotica'""]",17
15190,Stanton Moore,"[""'new orleans funk'""]",37
15191,Star & Micey,"[""'memphis americana'""]",34
15192,Star Fucking Hipsters,"[""'crack rock steady'"", ""'folk punk'"", ""'modern ska punk'"", ""'punk'"", ""'ska'"", ""'ska punk'"", ""'skate punk'""]",46
15193,Starbomb,"[""'antiviral pop'"", ""'comic'"", ""'otacore'""]",51
15194,Starbuck,"[""'soft rock'"", ""'yacht rock'""]",49
15195,Starcastle,"[""'art rock'"", ""'canterbury scene'"", ""'neo-progressive'"", ""'progressive rock'"", ""'symphonic rock'""]",25
15196,Stargard,"[""'deep disco'"", ""'disco'"", ""'post-disco'""]",35
15197,Stark Sands,"[""'broadway'"", ""'show tunes'""]",59
15198,Starland Vocal Band,"[""'soft rock'""]",62
15199,Starley,"[""'aussietronica'"", ""'tropical house'""]",66
15200,Starpoint,"[""'funk'"", ""'post-disco'""]",33
15201,Stars,"[""'alternative metal'"", ""'future rock'"", ""'post-grunge'""]",43
15202,Stars Go Dim,"[""'anthem worship'"", ""'ccm'"", ""'christian pop'""]",50
15203,Stars Of The Lid,"[""'ambient'"", ""'art pop'"", ""'compositional ambient'"", ""'drift'"", ""'drone'"", ""'fourth world'"", ""'post-rock'"", ""'slow core'"", ""'warm drone'""]",50
15204,Stars On 45,"[""'disco'""]",41
15205,Starship,"[""'album rock'"", ""'dance rock'"", ""'mellow gold'"", ""'new romantic'"", ""'new wave'"", ""'new wave pop'"", ""'soft rock'""]",47
15206,Stat Quo,"[""'album rock'"", ""'blues rock'"", ""'british blues'"", ""'classic rock'"", ""'glam rock'"", ""'hard rock'"", ""'rock'""]",52
15207,State Champs,"[""'anthem emo'"", ""'pixie'"", ""'pop punk'""]",54
15208,State Of Shock,"[""'canadian rock'""]",43
15209,State Radio,"[""'east coast reggae'"", ""'reggae rock'""]",53
15210,State of Mine,"[""'gymcore'"", ""'post-screamo'""]",59
15211,Stateless,"[""'british alternative rock'""]",55
15212,Stathis Koukoularis,"[""'greek folk'"", ""'nisiotika'""]",0
15213,Static Major,"[""'indie r&b'""]",63
15214,Static-P,"[""'otacore'""]",58
15215,Static-X,"[""'alternative metal'"", ""'groove metal'"", ""'industrial metal'"", ""'industrial rock'"", ""'nu metal'"", ""'post-grunge'"", ""'rap metal'"", ""'rap rock'""]",44
15216,Statik Selektah,"[""'alternative hip hop'"", ""'boom bap'"", ""'boston hip hop'"", ""'hardcore hip hop'"", ""'hip hop'"", ""'southern hip hop'"", ""'underground hip hop'""]",50
15217,Status Quo,"[""'album rock'"", ""'blues rock'"", ""'british blues'"", ""'classic rock'"", ""'glam rock'"", ""'hard rock'"", ""'rock'""]",41
15218,Stavros Tzouanakos,"[""'rebetiko'""]",0
15219,StayLoose,"[""'electropop'"", ""'pop edm'"", ""'vapor twitch'""]",63
15220,Stealers Wheel,"[""'classic rock'"", ""'folk rock'"", ""'soft rock'""]",49
15221,Steam,"[""'comic'"", ""'steampunk'""]",44
15222,Steam Powered Giraffe,"[""'comic'"", ""'steampunk'""]",48
15223,Steamhammer,"[""'blues rock'"", ""'british blues'"", ""'psychedelic blues-rock'""]",33
15224,Steel Panther,"[""'comic'"", ""'comic metal'"", ""'glam metal'"", ""'hard rock'"", ""'metal'"", ""'rock'"", ""'sleaze rock'""]",52
15225,Steel Pulse,"[""'dub'"", ""'reggae'"", ""'roots reggae'"", ""'uk reggae'""]",34
15226,Steeleye Span,"[""'british folk'"", ""'celtic'"", ""'celtic rock'"", ""'folk'"", ""'folk rock'"", ""'traditional british folk'"", ""'traditional folk'""]",33
15227,Steely Dan,"[""'album rock'"", ""'art rock'"", ""'classic rock'"", ""'country rock'"", ""'folk'"", ""'folk rock'"", ""'mellow gold'"", ""'psychedelic rock'"", ""'rock'"", ""'roots rock'"", ""'soft rock'"", ""'yacht rock'""]",40
15228,Stefan Askenase,"[""'historic piano performance'""]",0
15229,Stefan Kaminski,"[""'hoerspiel'""]",15
15230,Stefan Wolpe,"[""'american contemporary classical'"", ""'austro-german modernism'"", ""'contemporary classical'"", ""'serialism'""]",0
15231,Stefani Montiel,"[""'tejano'""]",34
15232,Stefanie Sun,"[""'c-pop'"", ""'mandopop'"", ""'singaporean mandopop'"", ""'singaporean pop'"", ""'singaporean singer-songwriter'""]",55
15233,Stefano Torossi,"[""'italian library music'"", ""'spytrack'"", ""'vintage italian soundtrack'""]",29
15234,Steffany Gretzinger,"[""'anthem worship'"", ""'ccm'"", ""'christian music'"", ""'indiecoustica'"", ""'world worship'"", ""'worship'""]",54
15235,Stefflon Don,"[""'dancehall'"", ""'pop'"", ""'pop rap'"", ""'uk dancehall'"", ""'uk hip hop'""]",66
